nom;hippodrome;partants;victoires
L. BEAUMONT;BEAUMONT DE LOMAGNE;2;0
G. TOQUE;BEAUMONT DE LOMAGNE;1;0
MME CH. GAZENGEL;BEAUMONT DE LOMAGNE;2;0
C. COUSTES;BEAUMONT DE LOMAGNE;2;0
M. POTIER;BEAUMONT DE LOMAGNE;2;0
MME CH. SCHOTTER;BEAUMONT DE LOMAGNE;1;0
Q. BOUYNE;BEAUMONT DE LOMAGNE;2;0
R.W. DENECHERRE;BEAUMONT DE LOMAGNE;2;0
A. CHARBONNEAU;BEAUMONT DE LOMAGNE;1;0
A. COLLETTE;BEAUMONT DE LOMAGNE;4;1
N. VIMOND;BEAUMONT DE LOMAGNE;2;0
CH. FEYTE;BEAUMONT DE LOMAGNE;5;1
CHARLES BOUVIER;BEAUMONT DE LOMAGNE;2;0
D. CRESPEL;BEAUMONT DE LOMAGNE;1;0
N.R. BROSSARD;BEAUMONT DE LOMAGNE;5;0
J.H. TREICH;BEAUMONT DE LOMAGNE;4;0
PIERRICK LE MOEL;NIMES;2;0
TH. GOUT;NIMES;1;0
R. VILAULT;NIMES;1;0
ED. COUBARD-MEUNIER;NIMES;3;0
H. SOREL;NIMES;1;0
N. MORTAGNE;NIMES;1;0
S. CINGLAND;NIMES;3;0
G. TOURON;NIMES;1;0
F. GAUVIN;NIMES;1;0
D. CINIER;NIMES;1;0
N. JULIEN;NIMES;1;0
W. BAUDY;NIMES;1;0
P.J. CORDEAU;LIGNIERES;1;0
Q. CHAUVE-LAFFAY;LIGNIERES;2;0
S. PERRAGUIN;LIGNIERES;1;0
P. BEASSE;LIGNIERES;1;0
K. BUSNEL;LIGNIERES;1;0
Y. DOUSSET;LIGNIERES;1;0
J.F. SENET;LIGNIERES;1;0
MME LANA HENRY;LIGNIERES;1;0
B. RUET;LIGNIERES;3;0
M. ABRIVARD;LIGNIERES;1;0
ARNAUD DESMOTTES;LIGNIERES;1;0
M. LEGROS;LIGNIERES;1;0
P. PELLEROT;LIGNIERES;1;0
A. BARRIER;LIGNIERES;1;1
N. PACHA;LIGNIERES;1;0
Q. PERDEREAU;LISIEUX;1;0
J.PH. RAFFEGEAU;LISIEUX;1;0
M. LEMERCIER;LISIEUX;1;0
J. GRUMETZ;LISIEUX;2;0
Y. SALAUN;LISIEUX;2;0
D. DE JESUS REIS;LISIEUX;3;0
CH. JOUENNE;LISIEUX;1;0
S. HARDY;LISIEUX;6;0
ET. LEFRANC;LISIEUX;2;0
S. OLIVIER;LISIEUX;3;0
G. LIGERON;LISIEUX;1;0
P.E. COLLARD;LISIEUX;1;0
L. GUITTON;LISIEUX;1;0
D. ARMELLINI;LISIEUX;4;0
F. DELANOE;LISIEUX;1;0
F. ANDRIEU;LISIEUX;3;0
X. BARROIS;LISIEUX;1;0
N. PERRELLE;LISIEUX;1;0
TH. MENARD;LISIEUX;2;0
C. PARYS;LISIEUX;1;0
J. JAMAULT;LISIEUX;1;0
JEROME DAVID;LISIEUX;2;0
P.EDOUARD MARY;LISIEUX;1;0
P.L. ROUSSEAU;LISIEUX;1;1
P. CASTEL;LISIEUX;1;0
A. DE VAUGIRAUD;LISIEUX;1;0
J.M. MARIE;LISIEUX;1;0
J.PH. BORODAJKO;LISIEUX;1;0
P. TROIA;LISIEUX;1;1
MME C. CHAZAL;LISIEUX;2;0
A. UNTERREINER;LISIEUX;2;1
N. ENAULT;LISIEUX;2;0
A. LAIR;LISIEUX;1;0
MLLE A. RENAULT;LISIEUX;2;0
H. JOUAULT;LISIEUX;1;0
A. LELOUP;LISIEUX;1;0
MATTHIEU CORBIN;LISIEUX;1;0
D. EOCHE;LISIEUX;1;0
S. DEWULF;LISIEUX;2;1
MLLE H. LENAULT;LISIEUX;1;0
A. LHERETE;VIRE;1;0
D. BONNE;VIRE;1;0
L. BAUDRON;VIRE;1;0
LEO ABRIVARD;VIRE;1;0
J. DUBOIS;VIRE;1;0
CH. DREUX;VIRE;4;1
A. ANGOT;VIRE;1;0
JEROME DAVID;VIRE;1;0
F. BLANDIN;VIRE;1;0
R. MARTY;VIRE;1;0
J.L. VIEL;VIRE;1;0
A.A. CHAVATTE;VIRE;1;0
A. POPOT;VIRE;1;0
C. DEFFAUX;VIRE;1;0
M. LENDERS;VIRE;1;0
J.PH. GUIBOUT;VIRE;2;0
GUILLAUME MARTIN;VICHY;1;0
S. LELIEVRE;VICHY;1;0
F. BONNEFOY;VICHY;1;0
PH. MASSCHAELE;VICHY;4;0
E. RAFFIN;VICHY;5;0
CH. MARTENS;VICHY;3;0
M. LEDUC;VICHY;3;0
MLLE E. DUMAS;VICHY;2;0
M. VERVA;VICHY;2;1
F. OUVRIE;VICHY;1;1
R. GROSBOT;VICHY;8;0
A. REVEILLON;VICHY;1;0
V. ROYER;VICHY;1;0
P. BELLOCHE;ARGENTAN;1;0
P. BUHIGNE;ARGENTAN;1;0
D. BROHIER;ARGENTAN;3;0
S.E. PASQUIER;ARGENTAN;1;0
J.ET. LE BEC;ARGENTAN;1;0
S. DESHAIES;ARGENTAN;1;0
Y. DREUX;ARGENTAN;1;0
S. ROGER;ARGENTAN;3;0
A. LAURENT;ARGENTAN;2;0
PH. BOUTIN;ARGENTAN;1;0
B. HARDY;ARGENTAN;1;0
LEO ABRIVARD;ARGENTAN;1;0
CH. CLIN;ARGENTAN;1;0
D. LOCQUENEUX;ARGENTAN;1;0
G. GERVAIS;ARGENTAN;1;0
C. PARYS;ARGENTAN;1;0
D. HEON;ARGENTAN;1;0
C. BEDEL;ARGENTAN;1;0
J. LEBOUTEILLER;ARGENTAN;1;0
M. BRAULT;ARGENTAN;1;0
H. MONTHULE;ARGENTAN;1;1
MME D. BEAUFILS ERNAULT;ARGENTAN;1;0
L. JUBLOT;VINCENNES;1;0
H. MONTHULE;LE CROISE LAROCHE;1;0
TH. CHALON;LE CROISE LAROCHE;1;0
M. ABRIVARD;LE CROISE LAROCHE;3;0
A. ABRIVARD;LE CROISE LAROCHE;3;0
B. ROCHARD;LE CROISE LAROCHE;1;1
F. NIVARD;LE CROISE LAROCHE;2;1
CL. DUVALDESTIN;LE CROISE LAROCHE;2;0
S. GRISEZ;LE CROISE LAROCHE;1;0
J.CL. LOUCHE;LE CROISE LAROCHE;1;0
MLLE F. AUBER;LE CROISE LAROCHE;1;0
TH. LEVASSEUR;LE CROISE LAROCHE;1;0
B. LE BELLER;LE CROISE LAROCHE;2;1
W. BIGEON;LE CROISE LAROCHE;3;0
M. BROUWER;LE CROISE LAROCHE;3;0
D. BERTRAND;LE CROISE LAROCHE;1;0
G. HORRACH VIDAL;LE CROISE LAROCHE;2;0
M. NIMCZYK;LE CROISE LAROCHE;1;1
TH. VORGERS;SALON DE PROVENCE;1;0
E. SALMON;SALON DE PROVENCE;1;0
M. CINIER;SALON DE PROVENCE;4;0
F. TUGEND;SALON DE PROVENCE;3;0
G. TUGEND;SALON DE PROVENCE;6;1
TH. GOUT;SALON DE PROVENCE;2;0
M. DEMISSY;SALON DE PROVENCE;2;1
H. SOREL;SALON DE PROVENCE;3;0
T. FLEURY;SALON DE PROVENCE;1;0
C. TOUSSAINT;SALON DE PROVENCE;1;0
P. GERAY;SALON DE PROVENCE;4;0
N. ENSCH;SALON DE PROVENCE;7;1
LAURENT GOUT;SALON DE PROVENCE;6;0
J.F. VAN DOOYEWEERD;SALON DE PROVENCE;2;1
Y.A. BRIAND;SALON DE PROVENCE;9;0
P. VERCRUYSSE;SALON DE PROVENCE;2;0
CL. MATHE;SALON DE PROVENCE;2;0
R. GOUT;SALON DE PROVENCE;2;0
D. CINIER;SALON DE PROVENCE;5;1
K. DEVIENNE;SALON DE PROVENCE;3;1
D. DESBORDES;SALON DE PROVENCE;3;0
S. STEFANO;SALON DE PROVENCE;8;1
F.J. PELTIER;SALON DE PROVENCE;5;0
GUILLAUME LEMOINE;SALON DE PROVENCE;3;0
J.CH. FERON;SALON DE PROVENCE;10;1
B. CHAUVE-LAFFAY;SALON DE PROVENCE;3;0
NICOLAS GERMAIN LEFEVRE;SALON DE PROVENCE;2;0
A. TOMASELLI;SALON DE PROVENCE;1;0
MLLE CL. LELIEVRE;SALON DE PROVENCE;5;2
CH. MARTENS;SALON DE PROVENCE;5;1
MLLE J. OHANESSIAN;SALON DE PROVENCE;1;0
ALEXANDRE BODIN;SALON DE PROVENCE;2;0
N. MORTAGNE;SALON DE PROVENCE;4;0
TH. CHALON;SALON DE PROVENCE;1;0
TH. DROMIGNY;SALON DE PROVENCE;2;0
TH. DUCOS;SALON DE PROVENCE;3;0
L. FRESNEAU;SALON DE PROVENCE;2;0
F. MARTY;SALON DE PROVENCE;2;0
F. BOUDET;LE MANS;3;0
F. OUVRIE;LE MANS;3;0
O. BIZOUX;LE MANS;1;0
G. GELORMINI;LE MANS;3;1
P.PH. PLOQUIN;LE MANS;6;0
B. ROCHARD;LE MANS;12;3
A. COLLETTE;LE MANS;11;1
ADRIEN BLANDIN;LE MANS;1;0
P.Y. VERVA;LE MANS;1;0
D. THOMAIN;LE MANS;6;2
W. BIGEON;LE MANS;2;0
A.J. DAVID;LE MANS;1;0
E. RAFFIN;LE MANS;5;0
N. PERRON;LE MANS;1;0
J.F. SENET;LE MANS;2;0
J. BALU;LE MANS;1;0
P.A. DELACOUR;LE MANS;1;0
LILIAN BERTIN;LE MANS;2;0
M. IZZO;LE MANS;2;0
MME R. HAGHIGHAT;LE MANS;1;0
A. THOLLAS;LE MANS;1;0
F. LECANU;LE MANS;1;0
N. BAZIRE;LE MANS;1;0
G. D'HAENENS;LE MANS;1;0
G.A. POU POU;LE MANS;1;0
C. FERRE;LE MANS;1;0
H. MARIE;LE MANS;1;0
CH. CHALON;LE MANS;1;0
J.PH. RAFFEGEAU;LE MANS;1;0
CH.J. BIGEON;LE MANS;4;0
A. THOMAS;LE MANS;2;0
A. LEFAUCHEUX;LE MANS;2;0
G. LENAIN;LE MANS;2;0
A. REBECHE;LE MANS;6;0
J. TRAVERS;LE MANS;1;0
CL. DUVALDESTIN;LE MANS;1;0
A. DABOUIS;LE MANS;1;0
S. HARDY;LYON-PARILLY;4;1
E. GOUT;LYON-PARILLY;3;0
J.CH. PITON;LYON-PARILLY;4;0
B. ROBIN;LYON-PARILLY;1;0
MLLE CL. BEILEARD;LYON-PARILLY;2;0
G. TOURON;LYON-PARILLY;2;0
N. JULIEN;LYON-PARILLY;2;0
R. VILAULT;LYON-PARILLY;1;0
F. REROLLE;LYON-PARILLY;1;0
E. DOUANEAU;VINCENNES;1;0
MME M. ALFREDSEN;VINCENNES;1;0
MME E. JOHANSSON;VINCENNES;1;0
MME L. GRUVRIS;VINCENNES;1;0
MME L. CHARRIAUD;VINCENNES;1;0
MME E. HARALA;VINCENNES;1;0
J. MATHELIER;VINCENNES;1;0
N. MEREL;VINCENNES;1;0
MME P. ULVI;VINCENNES;1;0
H. LE BELLER-ESARTIAL;VINCENNES;2;1
P. DEVESLY;VINCENNES;1;0
H. GARSEG;VINCENNES;1;0
MME G.L. MANGSETH;VINCENNES;1;0
A. WIELS;GRAIGNES;3;0
A. PACARY;GRAIGNES;1;0
J. ROSENZWEIG;GRAIGNES;1;0
TH. LEVESQUE;GRAIGNES;1;1
A. GENDROT;GRAIGNES;2;0
C.J. DE LEEUW;GRAIGNES;1;0
M. BIZOUX;GRAIGNES;1;0
D. DELAROCHE;GRAIGNES;4;0
C. JEAN;GRAIGNES;1;0
B. MARIE;GRAIGNES;1;0
G. PORZIO;GRAIGNES;3;0
D. PUNIERE;GRAIGNES;2;0
G.A. POU POU;GRAIGNES;1;0
JULIEN RAFFESTIN;GRAIGNES;1;0
M. BARRE;GRAIGNES;1;0
ANTOINE BOUTIN;GRAIGNES;5;1
L. CHUPIN;LAVAL;1;0
N. GUILBERT;LAVAL;1;0
P. VERVA;LAVAL;1;0
P. BUHIGNE;LAVAL;3;0
LOUIS FORTIN;LAVAL;1;0
MME R. HAGHIGHAT;LAVAL;1;0
H. MOREL;LAVAL;1;0
A. GUARATO;LAVAL;1;0
CL. CHABRUN;LAVAL;1;0
V. ROYER;LAVAL;1;0
MLLE M. LIBERGE;LAVAL;1;0
F. BRIDAULT;LAVAL;1;0
CH.A. MARY;LAVAL;3;0
J. DUBOIS;LAVAL;6;0
F. TABESSE;LAVAL;2;0
N. CHEREAU;LAVAL;1;0
ALEXANDRE BODIN;LAVAL;1;0
J. LEROULLEY;LAVAL;4;1
G. BEAUFILS;LAVAL;2;0
M. MOURO;LAVAL;1;1
PH. JULIEN;LAVAL;1;0
G. LENAIN;LAVAL;4;0
O. TOUVAIS;LAVAL;2;1
ANTOINE TRIHOLLET;LAVAL;1;0
B. COPPENS;LAVAL;1;0
M. LEBREC;LAVAL;1;0
R.R. BOUCAULT;LAVAL;1;0
J.M. BREHARD;LAVAL;1;0
JOEL BOUTEILLER;LAVAL;1;0
J. BORDAS;LAVAL;1;0
A. LAIR;LAVAL;1;1
Q. CHAMPENOIS;LAVAL;2;0
CH. VIELLE;LAVAL;2;0
F. BERTHAULT;LAVAL;1;0
H. JOUAULT;LAVAL;1;0
V. CHABIRAND;LAVAL;2;0
J. ROUX;LAVAL;1;0
Q.B. VERNEUIL;LAVAL;2;0
K. GIRAUD;LAVAL;2;0
M. PEAN;ENGHIEN;3;0
N. PERRON;ENGHIEN;3;0
A. LELODET;ENGHIEN;2;0
A.A. CHAVATTE;ENGHIEN;2;0
J.L.CL. DERSOIR;ENGHIEN;1;0
R. HUE;ENGHIEN;3;1
V. ROYER;ENGHIEN;1;0
T. BEAUVAIS;ENGHIEN;4;0
CEDRIC TERRY;ENGHIEN;9;2
T. MARCHAND;BEAUMONT DE LOMAGNE;1;0
B. CHALMEL;BEAUMONT DE LOMAGNE;1;0
M. JOUBIOUX;BEAUMONT DE LOMAGNE;1;0
CH. DREUX;BEAUMONT DE LOMAGNE;2;1
S. BAZIRE;BEAUMONT DE LOMAGNE;1;0
S. HOSTE;AMIENS;3;0
C. CHESNE;AMIENS;2;0
D. LEPERE;AMIENS;2;0
G. DE WAELE;AMIENS;2;0
D. MAHIEU;AMIENS;1;0
A. DELASALLE;AMIENS;1;0
D. DELSART;AMIENS;1;0
F. KALEK;AMIENS;1;0
R. MORRO PONS;AMIENS;1;0
R.CH. LARUE;AMIENS;1;0
MME E. LE BELLER;AMIENS;2;0
MLLE C. CHASSAGNE;AMIENS;1;0
F. TABESSE;AMIENS;1;0
S. ERNAULT;AMIENS;4;1
ANTOINE TRIHOLLET;AMIENS;1;0
C. RAIMBAUD;AMIENS;2;2
MLLE M. TREZIERES;AMIENS;1;0
V. SIMON;AMIENS;1;0
R. HEMERY;AMIENS;6;0
TH.E. LONCKE;AMIENS;1;0
D.M. HUE;AMIENS;1;0
F. DELENCLOS;AMIENS;1;0
J. JAMAULT;AMIENS;1;0
G. WILLEMS;AMIENS;1;0
B. MARIE;AMIENS;1;0
J.R. DECLERCQ;AMIENS;2;0
R. CHAUSSIER;AMIENS;1;0
D. BARANGER;SAINT MALO;3;0
F. BOUDET;SAINT MALO;8;2
G. LESSIEU;SAINT MALO;2;0
J. GROIZEAU;SAINT MALO;1;0
J.P. CADEAU;SAINT MALO;1;0
D. HUE;SAINT MALO;2;0
J.F. MOQUET;SAINT MALO;3;0
E. BEAUVAIS;SAINT MALO;1;0
ARNAUD MORIN;SAINT MALO;5;0
R. MARTY;SAINT MALO;2;0
L.M. DAVID;SAINT MALO;3;0
G. DELACOUR;SAINT MALO;1;0
M. MONACO;SAINT MALO;5;0
M. VAUDOIT;SAINT MALO;4;0
H. LECOQ;SAINT MALO;1;0
G. JOUVE;SAINT MALO;2;0
G. PORZIO;SAINT MALO;1;1
CH.J. BIGEON;SAINT MALO;2;0
A. ROUSSEAU;SAINT MALO;1;0
G. BEAUFILS;SAINT MALO;1;0
N. PERRELLE;SAINT MALO;1;0
C. HERIVAUX;SAINT MALO;3;0
L. LE DREAN;SAINT MALO;3;0
B. MICHARDIERE;SAINT MALO;1;0
E. GARNIER;SAINT MALO;1;0
P. FRERET;SAINT MALO;1;0
J. DEVILLE;SAINT MALO;2;0
A. LEDUC;SAINT MALO;1;0
A.A. GUIBOUT;SAINT MALO;1;0
CH. GALLIER;SAINT MALO;1;0
N. LEMETAYER;SAINT MALO;1;0
J. LEBOUTEILLER;SAINT MALO;1;1
V. TESTARD;SAINT MALO;1;0
L. LEGRAND;SAINT MALO;2;0
TH. BIZOUX;SAINT MALO;3;0
K. DAVID;SAINT MALO;1;0
MAXENCE DUVEAU;SAINT MALO;1;0
J.CH. BEAUFILS;SAINT MALO;1;0
MME M.K. DUVAL;SAINT MALO;1;0
V.M. MORIN;SAINT MALO;1;1
R. HERNOT;SAINT MALO;1;0
CH. MANEGAT;SAINT MALO;1;0
R. VILAULT;SAINT MALO;1;0
A. CHARRIE;SAINT MALO;1;0
J. CANDON;SAINT MALO;1;1
MME E. LAPEYRE;SAINT MALO;1;0
B. LEBEY;SAINT MALO;1;0
TH. SCIPION;SAINT MALO;1;0
H. JOUAULT;SAINT MALO;1;0
T. PERRIER;SAINT MALO;1;0
AXEL DAVID;SAINT MALO;1;0
A. LAIR;SAINT MALO;1;0
L. LAHAYE;SAINT MALO;1;0
CH.E. CHALMEL;SAINT MALO;1;0
J.F. MOUSSET;SAINT MALO;1;0
E. LETOUZE;SAINT MALO;3;0
D. THOMAIN;SAINT MALO;8;3
A. BARRIER;SAINT MALO;8;1
M. MOTTIER;SAINT MALO;8;2
CEDRIC TERRY;SAINT MALO;10;0
A. PERRIN;SAINT MALO;1;0
CH. HENRY;SAINT MALO;2;0
D. BONNE;SAINT MALO;6;1
MARTIAL VIEL;SAINT MALO;6;0
K. LEBLANC;SAINT MALO;1;0
X. LEVEAU;SAINT MALO;1;0
MLLE O. HERBINIERE;SAINT MALO;1;0
R. JOLY;SAINT MALO;2;0
G. HOUEL;SAINT MALO;3;0
N. BAZIRE;SAINT MALO;3;0
B. HARDY;SAINT MALO;2;0
A. LEVEAU;SAINT MALO;1;0
M. HAMELIN;SAINT MALO;1;0
K. BUSNEL;SAINT MALO;1;0
Y. DREUX;SAINT MALO;1;0
J. BALU;SAINT MALO;1;1
F. GUERINEAU;LA CAPELLE;3;0
M. CHAMPENOIS;LA CAPELLE;4;0
P.A. RYNWALT-BOULARD;LA CAPELLE;3;0
TH. DUVALDESTIN;LA CAPELLE;2;1
A. MERIEL;LA CAPELLE;4;0
T. COMPAS;LA CAPELLE;1;0
F. DEHUT;LA CAPELLE;3;0
V. TESTARD;LA CAPELLE;3;0
G. VERVA;LA CAPELLE;1;0
M. ROTHENGATTER;LA CAPELLE;2;1
R. DE FEYTER;LA CAPELLE;1;0
MLLE M. NORBERG;LA CAPELLE;1;0
L. CANNAERT;LA CAPELLE;2;0
LEO CHESNEL;LA CAPELLE;2;0
A. LEVEILLE;LA CAPELLE;1;0
TH. BORODAJKO;LA CAPELLE;1;0
MLLE J. BOULAIRE;LA CAPELLE;1;0
MME E. LAMOUR-DEVENNE;LA CAPELLE;1;0
S. DALES;LA CAPELLE;1;0
MLLE L. VAN BAEL;LA CAPELLE;2;0
L. BROHIER;LA CAPELLE;1;1
J. LAROCCA;LA CAPELLE;1;0
MME N. GODEY;LA CAPELLE;1;0
MLLE D. BERCHER;LA CAPELLE;1;0
CH. BOUTEILLER;AVIGNON;1;0
TH. GOUT;AVIGNON;2;0
N. ENSCH;AVIGNON;1;0
J. MAZOU;MONTAUBAN;1;0
F. CLOZIER;MONTAUBAN;1;0
J. RIVIERE;MONTAUBAN;1;0
L. BRECHAT;MONTAUBAN;1;0
Y. LACOMBE;MONTAUBAN;1;0
B. OLICARD;MONTAUBAN;1;0
E. SALMON;MONTAUBAN;1;0
P. GESRET;MONTAUBAN;1;1
M. DAOUGABEL;MONTAUBAN;1;0
C. GAZENGEL;MONTAUBAN;1;0
M. GERGOUIL;MONTAUBAN;1;0
MME LANA HENRY;MONTAUBAN;1;0
M. CRIADO;MONTAUBAN;1;0
M.J. RUAULT;MONTAUBAN;1;0
L. GOETZ;MONTAUBAN;1;0
P. CALLIER;VITTEAUX;1;0
ALEXIS LERENARD;VITTEAUX;1;0
B. RUET;VITTEAUX;1;0
MARTIN CORMY;VITTEAUX;1;0
B. CLAIRET;VITTEAUX;1;0
PH. DANTHU;VITTEAUX;1;0
O. MERLE;VITTEAUX;1;0
MARTIAL GAUVIN;VITTEAUX;1;0
TH. COLLAUD;VITTEAUX;1;1
B. CHAUVE-LAFFAY;VITTEAUX;1;0
D. MARASCO;VITTEAUX;1;0
H. MARIE;REIMS;2;0
Q. MICHEL;REIMS;3;0
CH. HESLOUIN;REIMS;4;0
A. COLLETTE;REIMS;6;0
A. FAVRIS;REIMS;2;0
D. DULONG;REIMS;2;0
M. VAN DOOYEWEERD;REIMS;2;1
G. LOIX;REIMS;1;0
S. ECALARD;REIMS;1;0
J.L.CL. DERSOIR;REIMS;1;1
M. CINIER;CHATILLON/CHALARONNE;1;1
K. BUSNEL;CHATILLON/CHALARONNE;1;0
Y. LAVIGNE;CHATILLON/CHALARONNE;1;0
G. TOURON;CHATILLON/CHALARONNE;1;0
A. COLINEAU;CHATILLON/CHALARONNE;1;0
R. HEMERY;CHATILLON/CHALARONNE;1;0
MLLE E. DESMIGNEUX;LE MONT SAINT MICHEL;3;0
L. BAUDOUIN;LE MONT SAINT MICHEL;4;0
A. ABRIVARD;LE MONT SAINT MICHEL;3;1
CL. DUVALDESTIN;LE MONT SAINT MICHEL;2;1
J. MAILLARD;LE MONT SAINT MICHEL;1;0
J. PLASSAIS;LE MONT SAINT MICHEL;2;0
J.Y. RICART;LE MONT SAINT MICHEL;1;0
A. BARRIER;LE MONT SAINT MICHEL;3;1
MLLE E. KARLEN;LE MONT SAINT MICHEL;1;0
MME L. PREEL;LE MONT SAINT MICHEL;1;0
W. FORNIGLIA;LE MONT SAINT MICHEL;1;0
MLLE M. JOUIN;LE MONT SAINT MICHEL;1;0
MME M. LEVEAU;LE MONT SAINT MICHEL;1;1
L. CHEVROLLIER;LE MONT SAINT MICHEL;1;0
MLLE E. VALLETTE;LE MONT SAINT MICHEL;1;0
G.M. BERNIER;LE MONT SAINT MICHEL;1;0
G. JUNOD;LE MONT SAINT MICHEL;1;0
V. ROYER;LE MONT SAINT MICHEL;1;0
EMILIEN DUPONT;LE MONT SAINT MICHEL;1;0
G. MARCQUE;LE MONT SAINT MICHEL;2;0
A.A. CHAVATTE;LE MONT SAINT MICHEL;1;0
MME E. LE BELLER;LE MONT SAINT MICHEL;1;0
P. HOUEL;LE MONT SAINT MICHEL;1;0
E. LELIEVRE;LE MONT SAINT MICHEL;1;1
L. AUBE;LE MONT SAINT MICHEL;2;0
TH. BEAUCHENE;LE MONT SAINT MICHEL;1;0
CL.Y. FOUGERES;LE MONT SAINT MICHEL;2;0
A. PERRIN;LE MONT SAINT MICHEL;1;0
G. GILLES;LE MONT SAINT MICHEL;1;0
J.B. BROTELANDE;LE MONT SAINT MICHEL;1;0
D. RABILLER;LE MONT SAINT MICHEL;1;0
V. CHARIL;LE MONT SAINT MICHEL;1;0
JULES WEISS;LE MONT SAINT MICHEL;1;0
B. MESLIN;LE MONT SAINT MICHEL;1;0
L. LEFRANCOIS;LE MONT SAINT MICHEL;1;0
O. FOUILLET;LE MONT SAINT MICHEL;1;1
H. DENIS;LE MONT SAINT MICHEL;1;0
TH. SCIPION;LE MONT SAINT MICHEL;1;0
B. CHEVILLARD;LE MONT SAINT MICHEL;1;0
M. BOUGAULT;LE MONT SAINT MICHEL;1;0
M. SAGARD;CAEN;1;0
E. CONIGLIO;CAEN;1;0
MME S. DELAUNAY;CAEN;1;0
A. GUARATO;CAEN;2;0
L.F. LARUE;CAEN;1;0
MLLE A. GERVAIS;CAEN;1;0
A. FAVRAY;CAEN;1;0
MLLE J. BOULAIRE;CAEN;1;0
L. GUINOISEAU;CAEN;2;0
JEROME DAVID;CAEN;1;0
F. TABESSE;CAEN;2;0
C. LEBOURGEOIS;CAEN;1;0
A. LELODET;CAEN;1;0
A. GENDROT;CAEN;1;0
B. MARIE;CAEN;3;0
MLLE C. THONNEL;HYERES;1;0
Q. BOUYNE;HYERES;1;0
MLLE A. VENTURA;HYERES;5;0
P. BEASSE;HYERES;1;0
P. VERCRUYSSE;HYERES;12;0
M. GERGOUIL;HYERES;5;2
R. LE CREPS;HYERES;1;0
CL. MATHE;HYERES;3;0
TH. CLAIRET;HYERES;2;0
G. JOUVE;MESLAY DU MAINE;1;0
J. DEVILLE;MESLAY DU MAINE;4;0
P.L. ROUSSEAU;MESLAY DU MAINE;1;0
W. BIGEON;MESLAY DU MAINE;1;0
F. NIVARD;MESLAY DU MAINE;2;0
L. BAUDOUIN;MESLAY DU MAINE;1;0
CH. JOUENNE;MESLAY DU MAINE;1;0
P. MONTHULE;MESLAY DU MAINE;1;0
ARNAUD DESMOTTES;MESLAY DU MAINE;1;0
J.PH. MONCLIN;MESLAY DU MAINE;1;0
A. LHERETE;MESLAY DU MAINE;1;1
R. CONGARD;MESLAY DU MAINE;2;0
R. GOUGEON;MESLAY DU MAINE;1;0
A. POPOT;MESLAY DU MAINE;1;0
MME E. LE BELLER;MESLAY DU MAINE;1;0
F. HERIVAUX;MESLAY DU MAINE;1;1
V.M. MORIN;MESLAY DU MAINE;1;0
C. CHABRUN;MESLAY DU MAINE;1;0
T. JURANVILLE;MESLAY DU MAINE;1;0
A. LAY POTTIER;MESLAY DU MAINE;1;0
MME A. PEROCHEAU;MESLAY DU MAINE;1;0
P.E. COLLARD;MESLAY DU MAINE;1;0
D. BARANGER;MESLAY DU MAINE;1;0
Q. FRESNEAU;MESLAY DU MAINE;1;0
L. CASTEL;MESLAY DU MAINE;1;0
A.J. DAVID;MESLAY DU MAINE;1;0
S. GOUGEON;MESLAY DU MAINE;1;0
J.ET. ABRIVARD;MESLAY DU MAINE;1;0
A. MANTA;VICHY;1;0
PHILIPPE SEILER;VICHY;1;0
F. TOUCHARD;VICHY;2;0
R.F. PERRET;VICHY;1;0
TH. CLAIRET;VICHY;3;1
L. GIRAUD;VICHY;1;0
H. LAKHRISSI;VICHY;1;0
CH. DREUX;VICHY;7;1
PH. GAILLARD;VICHY;2;0
L. LERENARD;VICHY;3;0
J. VANMEERBECK;VICHY;2;0
MARTIAL GAUVIN;VICHY;5;0
N. BAZIRE;VICHY;6;2
MLLE M. BLOT;VICHY;2;0
L. GARCIA;VICHY;2;0
J.F. SENET;VICHY;3;1
TH. CONSTANS;VICHY;5;2
A. ERNAULT;VICHY;2;0
L. LAUDREN;VICHY;7;0
L. GOETZ;VICHY;1;0
J. HUGUET;VICHY;1;0
ALEXIS LERENARD;VICHY;18;1
M. MESSAGER;VICHY;1;0
P. BUHIGNE;VICHY;2;0
MME I. LELIEVRE;NANCY-BRABOIS;1;0
MLLE C. DA COSTA;NANCY-BRABOIS;1;0
D. THIEFAINE;NANCY-BRABOIS;1;0
G. D'HAENENS;NANCY-BRABOIS;3;1
X.J. MARIMON CIVICO;NANCY-BRABOIS;1;0
B. DESCHARLES;NANCY-BRABOIS;1;0
M. WEISS;NANCY-BRABOIS;1;0
LEO CHESNEL;NANCY-BRABOIS;1;0
J. DEVILLE;NANCY-BRABOIS;2;0
L. PEREIRA;NANCY-BRABOIS;1;0
E. HANOT;NANCY-BRABOIS;1;0
D. BROHIER;NANCY-BRABOIS;7;0
P.PH. PLOQUIN;NANCY-BRABOIS;4;1
G. GELORMINI;NANCY-BRABOIS;8;0
F. GUERINEAU;NANCY-BRABOIS;1;0
G. VIDAL;NANCY-BRABOIS;2;0
MME H. HUYGENS;NANCY-BRABOIS;2;0
B. ROUER;NANCY-BRABOIS;2;0
C. DERHAN;NANCY-BRABOIS;2;0
F. VANDENABEELE;NANCY-BRABOIS;2;0
