nom;nb_courses;nb_victoires;gains_total;somme_distances;derniere_date
ILLICO DU GUESNE;2;0;0;5200.0;2026-06-01
JACKSON TOUCH;3;0;0;8125.0;2026-07-15
LEROY DE JOUDES;2;0;0;5300.0;2026-05-01
LOUIS D'OR;2;0;0;5800.0;2026-05-14
LOYAL BOND;1;0;0;2800.0;2026-04-27
LESOTHO YAMM;1;0;0;2800.0;2026-04-27
LOUSTIC DE CHENU;3;0;0;8500.0;2026-07-03
LORNADO CODIE;1;0;0;2800.0;2026-04-27
LORD DES SOURCES;1;0;0;2800.0;2026-04-27
LIBRE A VOUS SMILE;3;0;0;8250.0;2026-07-11
DYNAMITE SENSATION;3;0;0;7575.0;2026-05-30
COMES WITH AGE;4;0;0;10500.0;2026-06-27
IQUEM D'AMER;3;0;0;8625.0;2026-06-13
LIGHT MY FIRE;1;0;0;2800.0;2026-04-27
FLORIDA BI;3;2;0;7875.0;2026-06-26
LIKE YOU;3;0;0;7900.0;2026-07-01
FORTEBRACCIO FONT;2;0;0;5575.0;2026-05-06
MISTER LION;4;0;0;10025.0;2026-07-11
ONANA BOKO;2;0;0;4975.0;2026-05-22
NICCA BREED;3;1;0;7000.0;2026-06-25
JOLIE QUEEN;6;0;0;14800.0;2026-07-15
KALAWAT;1;0;0;2150.0;2026-04-27
JAVELOT DE HOUELLE;2;0;0;5675.0;2026-05-08
MARGOTIN;2;0;0;5450.0;2026-05-24
MYSTIC VERTAC;3;0;0;7850.0;2026-07-10
MISTER DE HOUELLE;3;0;0;8300.0;2026-06-12
MUST WIN DE REM;2;0;0;5100.0;2026-07-10
MAX MANUS;1;0;0;2700.0;2026-04-27
MATADOR DE BELFOND;3;0;0;8125.0;2026-06-27
MOONLIGHT ATOUT;2;1;0;5100.0;2026-06-08
MELLA DE NESLE;2;0;0;5100.0;2026-05-16
MALICE D'EURVAD;5;0;0;13700.0;2026-07-04
MADDY D'ALCI;2;0;0;5400.0;2026-06-01
KEN FERFAY;3;0;0;8400.0;2026-06-02
NETFLIX DU LOISIR;2;0;0;5675.0;2026-05-09
JOY D'OURVILLE;2;0;0;5500.0;2026-05-14
JAGUAR DE BELFOND;2;0;0;5400.0;2026-06-27
JANGO DU HOULEY;1;0;0;2700.0;2026-04-27
KIPLING IRON;2;0;0;5450.0;2026-07-07
NOISETTE BRAVOURE;1;0;0;2700.0;2026-04-28
NATURALIA ERA;1;0;0;2700.0;2026-04-28
NOEMIE RIDGEHEAD;2;0;0;4700.0;2026-06-07
NILSON DU CLOS;3;0;0;8125.0;2026-07-08
NINJA DES CAUX;1;0;0;2700.0;2026-04-28
NAMIGO DE NOYELLES;1;0;0;2700.0;2026-04-28
NASH TURGOT;3;0;0;8425.0;2026-06-25
NASHAAB;3;1;0;7500.0;2026-06-27
NECTAR DU CHATELET;2;0;0;5375.0;2026-05-25
NAPOLEON DU CAUX;1;0;0;2700.0;2026-04-28
MAESTRIA DE PADD;4;0;0;9925.0;2026-06-18
MA JOLIE PRINCESS;5;1;0;13300.0;2026-07-10
LE PETIT JEU;2;0;0;5425.0;2026-05-18
LOVE DE BELLOUET;2;0;0;5400.0;2026-05-15
LINGOT LA ROYAUTE;2;0;0;5425.0;2026-06-01
LISANDRO FIORELLO;4;1;0;10300.0;2026-07-02
KAZAAL;4;0;0;10525.0;2026-07-16
KELLE EAU;1;0;0;2725.0;2026-04-28
MINNESOTA;3;0;0;8050.0;2026-07-16
METALO DE PLAY;4;0;0;10650.0;2026-06-28
ICARE DES VALOIS;3;1;0;7025.0;2026-07-16
HELEN DES OUBEAUX;4;0;0;11425.0;2026-07-11
IGGY DES RIOULTS;5;0;0;11925.0;2026-06-15
KUROKO LAUAR;3;0;0;8425.0;2026-05-22
KENTUCKY SOMOLLI;3;0;0;7575.0;2026-07-15
JAPPELOU;4;0;0;10050.0;2026-07-10
NECKER GRIFF;1;0;0;2850.0;2026-04-29
NEW LOVE BLUE;6;0;0;16025.0;2026-07-09
NEW GIRL DU CHENE;4;0;0;10600.0;2026-06-19
NOBLIA;4;1;0;11300.0;2026-07-14
NOUVELLE HISTOIRE;4;0;0;11000.0;2026-07-14
NOSTRA DEMONIA;3;2;0;8575.0;2026-07-01
MELODIA JOSSELYN;1;0;0;2850.0;2026-04-29
MARIE D'AIMTE;4;1;0;11225.0;2026-07-03
MIKALAN FLASH;3;1;0;8550.0;2026-06-11
MISTER GALBE;1;0;0;2850.0;2026-04-29
MIGUEL DE LOU;4;1;0;10100.0;2026-07-11
JADE HERINIERE;2;0;0;5000.0;2026-05-04
LADIVINA;5;0;0;14025.0;2026-06-29
FARANDOLE DI PALBA;1;0;0;2550.0;2026-04-29
NIMBA LEAGABIN;2;0;0;4800.0;2026-05-17
NINO MOUROTAIS;2;0;0;4800.0;2026-05-17
NASA RIRY;1;0;0;2400.0;2026-04-29
NAVY PEARL;1;0;0;2400.0;2026-04-29
NEVER LOOSE;1;0;0;2400.0;2026-04-29
NADAL DU GAZON;1;0;0;2400.0;2026-04-29
NAMA MAHA;1;0;0;3000.0;2026-04-29
NAOS DE CHOC;1;0;0;3000.0;2026-04-29
MYSTERE TURGOT;4;2;0;10150.0;2026-06-13
KAPORAL DES FORGES;1;0;0;2300.0;2026-04-29
IBAIA DE MAY;2;1;0;4950.0;2026-06-13
HOOLIGAN ONE;4;0;0;10425.0;2026-07-05
MAVERICK DE FAEL;3;1;0;8175.0;2026-06-27
LUCIANO VREDEBEST;2;0;0;4900.0;2026-06-24
LORELEI DE REUX;5;0;0;12425.0;2026-07-13
LOUISON;1;0;0;2100.0;2026-04-30
LUTIN JABA;3;0;0;7700.0;2026-07-16
LANISTER SMART;2;0;0;5525.0;2026-05-24
LUNA DOMA;4;0;0;10425.0;2026-07-03
LORD DE BRION;4;0;0;11025.0;2026-06-30
LUXE D'ERABLE;4;1;0;11025.0;2026-07-09
LUCIANO ROYAL;4;0;0;10975.0;2026-07-16
HORIZON D'AMARO;5;0;0;13400.0;2026-06-30
JADE DU CEDRE;1;0;0;2575.0;2026-04-30
HERMES HAUFOR;3;0;0;8050.0;2026-07-11
KEVIN ANABA;2;0;0;5250.0;2026-05-15
KING DODVILLE;1;0;0;2575.0;2026-04-30
KASIMIR JELOCA;2;0;0;5475.0;2026-07-12
KALISPERA DE TRIOU;4;0;0;11175.0;2026-07-09
KLASSIC DE SYVA;2;0;0;5225.0;2026-07-12
MYSTIC RED;3;0;0;7625.0;2026-07-15
MILORD DU CHATELET;4;1;0;11025.0;2026-06-24
MAWENZI;3;0;0;8075.0;2026-06-22
MASTER ORANGE;3;0;0;8025.0;2026-07-11
MAESTRO ECUS;4;0;0;10900.0;2026-07-07
MADISON KAT;3;0;0;7450.0;2026-05-30
MAJESTE DE BOMO;2;1;0;5300.0;2026-06-20
MY LADY BLUE;5;1;0;13350.0;2026-07-12
MAJESTE DE ZIETTE;2;0;0;5700.0;2026-05-12
MICTOIRE QUEEN;2;0;0;5700.0;2026-05-12
MALAGA TURGOT;2;0;0;4775.0;2026-07-13
MANILLE D'ERABLE;3;0;0;7350.0;2026-07-10
MARBELLA;4;0;0;11250.0;2026-07-04
LEADER DE CHOISEL;2;0;0;5250.0;2026-06-26
JERICHO DU BELLAY;4;0;0;10450.0;2026-06-13
KANSAS DE CASTELLE;5;0;0;13600.0;2026-07-05
JIMIR DE GUEZ;4;0;0;11100.0;2026-07-13
JEEN LOVER;4;0;0;11025.0;2026-06-20
GOLZAC DE REM;4;1;0;10275.0;2026-07-11
JAVA DES CAILLONS;2;0;0;4800.0;2026-06-26
ICARE DE PHYT'S;2;0;0;5500.0;2026-05-27
GAOTCHO JIEL;4;0;0;11425.0;2026-07-13
NATHALINA D'ARGENT;2;0;0;4775.0;2026-05-16
NEBULEUSE D'EYMY;1;0;0;2625.0;2026-05-01
NEW FRIEND;4;1;0;10000.0;2026-06-19
NINOUSKA;5;0;0;14175.0;2026-07-17
NO LIMIT BECO;2;0;0;5125.0;2026-05-10
NADJA DES CAILLONS;3;0;0;7950.0;2026-06-27
NAIADE VRIE;4;1;0;11025.0;2026-07-05
NINA SUPREME;2;0;0;5575.0;2026-05-23
LETTRE A FRANCE;4;0;0;10775.0;2026-07-12
LADY STRYCK;1;0;0;2500.0;2026-05-01
LIBELLULE;3;0;0;7525.0;2026-06-17
LUBIE DE LOIRON;5;1;0;13850.0;2026-07-12
LARPENT CELESTE;1;0;0;2500.0;2026-05-01
LEMON DROP;1;0;0;2500.0;2026-05-01
LORD OF SPAIN;3;0;0;8000.0;2026-07-15
LUCKY PURPLE;5;0;0;12150.0;2026-07-11
LYS DE MARCAY;1;0;0;2500.0;2026-05-01
IXIA DE BOUERE;2;0;0;4725.0;2026-05-31
IKAKOU;2;0;0;5475.0;2026-05-09
KING AULNAIES;3;0;0;7400.0;2026-06-24
ITALIAN LOVER;1;0;0;2650.0;2026-05-01
KARA DU PLESSIS;1;0;0;2650.0;2026-05-01
KING KONG DANOVER;1;0;0;2650.0;2026-05-01
KOPAZE DE HOUELLE;3;0;0;7925.0;2026-07-15
JAZZ DE GUINETTE;2;0;0;5275.0;2026-05-10
JONCTION HAUFOR;5;0;0;14125.0;2026-06-29
LA TOUR D'ORGON;1;0;0;2800.0;2026-05-01
LUDIVINE DU CLOS;2;1;0;5475.0;2026-07-16
LOVE ME SENOVILLE;1;0;0;2800.0;2026-05-01
LINA DE BASSIERE;1;0;0;2800.0;2026-05-01
L'ENVIE D'ENZO;1;0;0;2800.0;2026-05-01
LABEL BOY;1;0;0;2800.0;2026-05-01
LADY JIELHEM;1;0;0;2800.0;2026-05-01
LIZZY VENESI;1;0;0;2800.0;2026-05-01
NAO YAMM;2;0;0;5075.0;2026-05-14
NAOMI SAUTREUIL;1;0;0;2800.0;2026-05-01
NESKA DES ERABLAIS;1;0;0;2800.0;2026-05-01
NICOTINE SOMOLLI;2;0;0;5075.0;2026-06-22
NINJA D'HAVARD;1;0;0;2800.0;2026-05-01
NOMEN NESCIO;2;1;0;5500.0;2026-05-20
NOSTRA VIA PHEDO;3;0;0;8500.0;2026-06-19
NOTRE PRINCE;3;0;0;8625.0;2026-06-29
NOVA CASTELETS;2;0;0;5750.0;2026-05-24
NYMEAS D'ELA;2;0;0;5200.0;2026-07-10
NICEST OF PACE;1;0;0;2800.0;2026-05-01
MURPHY DES LANDES;3;0;0;8350.0;2026-06-27
MISTER CITY;2;0;0;4950.0;2026-05-18
MY NAME IS FLASH;5;2;0;12675.0;2026-07-16
MARIO CART;1;0;0;2800.0;2026-05-01
MADE IN VAB;3;0;0;8475.0;2026-07-16
MISKAVA;2;1;0;5525.0;2026-07-02
MUSEA;1;0;0;2800.0;2026-05-01
MASSALIA DU BOURG;2;0;0;5650.0;2026-05-23
MELEA DU CHENE;4;0;0;10850.0;2026-07-16
MELODIE DES DAMES;2;0;0;5650.0;2026-05-22
L'AMIRAL DU CANTER;1;0;0;2725.0;2026-05-01
LA BAULE HAUFOR;4;1;0;10175.0;2026-07-05
LORENZACCIO;2;0;0;5525.0;2026-07-14
LUMIERE DE BAILLE;4;2;0;10350.0;2026-06-24
LA BELLE MISS;2;0;0;5600.0;2026-06-29
LILY BAM;1;0;0;2725.0;2026-05-01
MISS EVER;3;0;0;8125.0;2026-06-20
MALO DE BRASSE;3;0;0;8125.0;2026-07-04
MAGNIFIK BOSDARROS;3;0;0;8000.0;2026-06-11
INFAILLIBLE;1;0;0;2700.0;2026-05-01
KEMER SI;4;0;0;9184.0;2026-07-04
KARAMEL;2;0;0;5400.0;2026-06-20
INNOCENT ARCTIC;1;0;0;2700.0;2026-05-01
KOOKY LA HURETRY;2;0;0;5425.0;2026-05-30
KRISTALE D'ERABLE;1;0;0;2700.0;2026-05-01
N'OUBLIE PAS;4;0;0;10650.0;2026-06-24
NAHAR DE BEYLEV;2;0;0;5400.0;2026-05-06
NO TIME TO DIE;1;0;0;2700.0;2026-05-01
NUAGE DE BEYLEV;3;0;0;8350.0;2026-07-09
NASH DE VANDEL;2;1;0;5450.0;2026-07-10
NECTAR DE CHANLECY;1;0;0;2700.0;2026-05-01
NICE NORMANDIE;1;0;0;2700.0;2026-05-01
NIKIE DES GAUDINES;4;0;0;9700.0;2026-07-13
NORA DE BEYLEV;1;0;0;2700.0;2026-05-01
NACRE DE GODREL;3;0;0;7325.0;2026-06-08
NOUVELLE MODE;3;0;0;7750.0;2026-06-19
NI OUI NI NON;4;1;0;10725.0;2026-06-13
NIKITA DU SAPTEL;2;0;0;5400.0;2026-06-06
ILOS DU GOUTIER;3;0;0;8400.0;2026-07-13
ILEVEN;1;0;0;2700.0;2026-05-01
INFANT ROYAL;1;0;0;2700.0;2026-05-01
HORUS DE BOMO;1;0;0;2700.0;2026-05-01
MANINI;1;0;0;2800.0;2026-05-01
MUSE DE FACQUE;1;0;0;2800.0;2026-05-01
MADONA DES THUYAS;2;0;0;5500.0;2026-06-06
MARA DE BEAUFOUR;1;0;0;2800.0;2026-05-01
MAYA DU BELLAY;2;2;0;5500.0;2026-06-27
MELODIE GIRL;2;0;0;5650.0;2026-06-19
MENISE DE RIL;1;0;0;2800.0;2026-05-01
MALICE D'ENFER;1;0;0;2800.0;2026-05-01
MELODY DE MADKER;5;1;0;13850.0;2026-07-13
MADE IN CARISAIE;2;0;0;5600.0;2026-05-14
MALOU DIESCHOOT;1;0;0;2800.0;2026-05-01
MELODIE D'ARPENT;1;0;0;2800.0;2026-05-01
MACHA DE GUEZ;1;0;0;2800.0;2026-05-01
MALICE DE GUELLE;1;0;0;2800.0;2026-05-01
MENTION D'HERMES;3;0;0;7550.0;2026-07-17
MARITZA VICI;1;0;0;2800.0;2026-05-01
MAMMA MIA MAUVE;1;0;0;2800.0;2026-05-01
MACKER DU SCION;2;0;0;5525.0;2026-05-17
MAGIC DE LA NOEMIE;1;0;0;2800.0;2026-05-01
MALUCO JETS;2;1;0;5800.0;2026-06-22
MACH BERRY;1;0;0;2800.0;2026-05-01
MAJOR D'ARSA;1;0;0;2800.0;2026-05-01
MARQUIS DE BAULON;1;0;0;2800.0;2026-05-01
MY BEST FRIEND;2;0;0;5600.0;2026-06-08
MOUSKO GES;1;0;0;2800.0;2026-05-01
MAESTRO DU GUIBEL;1;0;0;2800.0;2026-05-01
MAJESTUEUX;1;0;0;2800.0;2026-05-01
MAVERICK DOLUCIO;1;0;0;2800.0;2026-05-01
MADE IN RENARDIERE;3;3;0;8225.0;2026-05-30
MALESTROIT ROSE;1;0;0;2800.0;2026-05-01
MISTRAL D'ESTRELLA;1;0;0;2800.0;2026-05-01
MILAN SAN REMO;1;0;0;2800.0;2026-05-01
MADISON DE L'AUMOY;1;0;0;2800.0;2026-05-01
LOULOU BOY;3;0;0;8525.0;2026-07-05
LE TAJ MAHAL;4;0;0;11125.0;2026-07-02
LISA MI FOR CLARA;1;0;0;2800.0;2026-05-01
JOELLA BELLA;3;1;0;8250.0;2026-07-08
ILCAR QUARTMA;1;0;0;2800.0;2026-05-01
INDY DES BOTS;2;1;0;5600.0;2026-06-30
JIROBELLO;3;0;0;8525.0;2026-06-25
LACSAP DREAM;3;0;0;8750.0;2026-05-23
JOAQUIM DIESCHOOT;3;1;0;8450.0;2026-06-07
JAZZMAN BLUES;1;0;0;2800.0;2026-05-01
JOYAU DE MORTREE;4;0;0;10625.0;2026-06-18
HAPPY DU LAS VEGAS;1;0;0;2800.0;2026-05-01
HELLO KERODA;1;0;0;2800.0;2026-05-01
IDEAL D'URZY;4;1;0;10225.0;2026-06-22
JONQUILLE DE MEAT;5;0;0;14375.0;2026-07-08
HURLEVENT;1;0;0;2850.0;2026-05-02
MABELLISSIME;3;0;0;8100.0;2026-06-19
MARINELLA VRIE;3;1;0;7050.0;2026-06-26
LIONHEART;3;0;0;9225.0;2026-06-01
KARLITO;2;0;0;5400.0;2026-05-13
MISTER INVICTUS;1;0;0;2100.0;2026-05-02
KEVIN PRINCE;2;0;0;4800.0;2026-05-13
KAPITANO DE SOURCE;3;0;0;7425.0;2026-06-06
NABUCCO YOREAL;3;0;0;7875.0;2026-05-31
NARCOS DU NOYER;1;0;0;2950.0;2026-05-02
NETWORK;3;0;0;8175.0;2026-06-17
NOLA DU VIVIER;5;0;0;14250.0;2026-07-16
NUANCE DE STAR;4;0;0;10925.0;2026-07-02
NEMO LUDOIS;3;0;0;7300.0;2026-06-13
MAYERLING DU BARNE;1;0;0;2950.0;2026-05-02
MOTACHA;1;0;0;2950.0;2026-05-02
MANUREVA LOUNA;2;0;0;5600.0;2026-06-02
MADE IN KACY;1;0;0;2950.0;2026-05-02
MARTIN MOUROTAIS;3;0;0;8325.0;2026-05-17
MILORD DE MONTI;3;0;0;8375.0;2026-06-20
KIRELLA;3;0;0;8300.0;2026-07-15
KOMREVEE DIESCHOOT;4;1;0;11550.0;2026-07-11
KAY;1;0;0;2950.0;2026-05-02
KING OF DAY;4;1;0;10725.0;2026-06-10
LANINO;1;0;0;2950.0;2026-05-02
LUCKY SOTHO;4;0;0;11850.0;2026-07-09
INDIAN FIGHTER;1;0;0;2950.0;2026-05-02
HISTORY MAJYC;4;0;0;10875.0;2026-07-03
HYM SUBLIGNAIS;1;0;0;2950.0;2026-05-02
MONTAGNACOIS;2;0;0;5750.0;2026-07-01
MASTER DU HOCQUET;1;0;0;2950.0;2026-05-02
MEAULNES DU BRAY;3;0;0;8350.0;2026-07-16
MAESTRIA DE YEDRAG;5;1;0;14175.0;2026-07-08
MALEKOUM SEVEN;2;1;0;5750.0;2026-07-01
MARITZA DU PERCHE;3;0;0;8350.0;2026-06-30
MISS BELLEVUE;1;0;0;2950.0;2026-05-02
NA JYL;2;0;0;5350.0;2026-05-29
NOUBADARCHE;1;0;0;2750.0;2026-05-03
MIESQUE DANICA;4;1;0;10050.0;2026-06-14
MARCEL SEVEN;5;0;0;13275.0;2026-07-07
JANARDAL CLUB;3;0;0;7800.0;2026-06-06
JOKER D'OCCAGNES;1;0;0;2750.0;2026-05-03
ILLICO DES BAUX;3;0;0;8400.0;2026-07-07
GRYFFONDOR DU POLI;1;0;0;2750.0;2026-05-03
LULU JIVE;2;1;0;5650.0;2026-05-16
LE POETE BOURBON;2;1;0;5050.0;2026-06-30
LOVER SIXTY ONE;5;0;0;13150.0;2026-06-25
MASTERCLASS D'EARL;4;0;0;10850.0;2026-07-03
MELODY MUSIC;5;1;0;12400.0;2026-07-12
NESQUIK DE BAFFAIS;3;1;0;7525.0;2026-07-01
NAZZARENO;2;0;0;4650.0;2026-05-27
NOE DU PORZAY;1;0;0;2600.0;2026-05-03
MANAROLA;3;1;0;7850.0;2026-06-28
MANDARINE;4;0;0;10425.0;2026-07-08
MIMOSA DEVOL;4;0;0;10950.0;2026-06-20
MISS NIVERNAISE;1;0;0;2850.0;2026-05-03
MAESTRO DES GIRES;1;0;0;2850.0;2026-05-03
MORGANE DE HOERDT;3;1;0;8675.0;2026-07-04
LAROUS;5;1;0;14025.0;2026-06-22
HEROS DE MARZY;3;0;0;8300.0;2026-06-28
KRUNCH FOR MONEY;1;0;0;2650.0;2026-05-03
NEW LADY DELO;2;0;0;4850.0;2026-05-22
NIKITA D'AUVILLIER;1;0;0;2000.0;2026-05-03
NOCE DE L'ECLAIR;1;0;0;2000.0;2026-05-03
NOLEVAL;1;0;0;2000.0;2026-05-03
NONAME DE CHENU;2;0;0;4675.0;2026-05-25
NOVELINO;2;0;0;4200.0;2026-07-12
NUIT SAINT GEORGES;2;0;0;4950.0;2026-05-23
NUMBER ONE D'OBRET;1;0;0;2000.0;2026-05-03
NEW YORK STEF;1;0;0;2000.0;2026-05-03
NIAGARA PLANCHETTE;2;1;0;4300.0;2026-05-31
NORMANDIE FASHION;1;0;0;2000.0;2026-05-03
NARCISSE DE BLAY;2;0;0;4700.0;2026-07-04
MAZZARINO;4;0;0;11150.0;2026-07-05
MISS ROBINSON;3;2;0;8150.0;2026-06-14
MAGABYLOU;2;1;0;5600.0;2026-06-07
MILA CAAL;5;0;0;13575.0;2026-07-02
MAGIE D'ORLY;3;1;0;8050.0;2026-06-14
LYALYA;3;0;0;8425.0;2026-06-14
L'ETINCELLE;4;1;0;9309.0;2026-07-04
LILY PEEL;1;1;0;2800.0;2026-05-03
LIGUE MESLOISE;3;0;0;8700.0;2026-06-27
LUCIOLA DE LOU;1;0;0;2800.0;2026-05-03
L'AMOUR EN VRAI;2;0;0;5500.0;2026-06-27
L'OR BLANC;5;0;0;13625.0;2026-07-15
LITTLEBIG STARDUST;2;0;0;5400.0;2026-06-26
L'AMIRAL DE LUNE;1;0;0;2800.0;2026-05-03
LUCKY JOSSELYN;2;0;0;5675.0;2026-05-28
KHALIFE DU CHENE;4;0;0;11225.0;2026-07-16
KRIFF DU CHENE;1;0;0;2800.0;2026-05-03
KRAQUITA BELLA;2;0;0;5400.0;2026-06-26
KAROLYNE DE MALAC;2;0;0;5250.0;2026-05-30
KAPORAL KADESH;2;1;0;5600.0;2026-07-05
IMAGINE DUSSAC;1;0;0;2825.0;2026-05-03
HERRA D'AVENIR;2;0;0;5500.0;2026-07-02
IMAYA CHRISTUBERT;2;0;0;5375.0;2026-05-31
IOLAS;6;0;0;17075.0;2026-06-25
IMOKO HAUFOR;2;0;0;5025.0;2026-06-22
INES ORANGE;4;1;0;11200.0;2026-06-17
JIOSCO DES OMBRES;3;1;0;8425.0;2026-06-27
NOW OAKS;1;0;0;2950.0;2026-05-04
NIAGARA DU LOISIR;3;0;0;7250.0;2026-06-13
NEPAL MISA;3;0;0;8525.0;2026-05-23
NEPTUNE AU VENT;4;0;0;11550.0;2026-07-01
NEW ATOUT;4;1;0;11550.0;2026-07-16
KEOPS DES CELLIERS;2;0;0;5750.0;2026-06-29
ONE LOVE BIANCA;3;0;0;8725.0;2026-05-20
FEROX BRICK;4;0;0;10700.0;2026-06-14
ISENGRINE ABSOLUTE;2;0;0;5400.0;2026-06-18
HARMONY LA NUIT;2;0;0;5900.0;2026-05-11
MERRY CHRISTMAS;2;0;0;5850.0;2026-07-13
MEMPHIS ELLIS;2;0;0;5900.0;2026-06-01
IN LOVE GEDE;2;0;0;5025.0;2026-05-28
JIVA;3;1;0;7550.0;2026-06-18
IDEAL GABINLEA;3;0;0;6700.0;2026-06-24
JAGOAR DU TRIEUX;3;0;0;7400.0;2026-07-14
LAIOS DU GOUTIER;4;1;0;11275.0;2026-06-19
LULU THICEMA;1;0;0;2875.0;2026-05-04
LOCKED UP;4;0;0;11675.0;2026-07-08
HIT PERRINE;3;0;0;8250.0;2026-06-30
MANON DU RIED;2;0;0;5825.0;2026-05-21
MANON DU CHENE;3;1;0;8325.0;2026-07-11
MILANO DARLING;4;1;0;11250.0;2026-07-16
NIERMES DE GUEZ;2;0;0;5750.0;2026-05-23
MOON DREAM;4;0;0;9300.0;2026-07-11
JOAL FIX;2;0;0;5650.0;2026-06-07
ITAC DE PICDOM;1;0;0;2850.0;2026-05-05
ENEA FONT;1;0;0;2700.0;2026-05-06
DAUPHIN JOYEUSE;3;0;0;8450.0;2026-06-27
MORNING PRAYER;3;0;0;7500.0;2026-06-12
MAGIC ROSE;3;0;0;8000.0;2026-07-12
QUEEN OF PARIS;1;0;0;2700.0;2026-05-06
FITNESS GRIF;2;0;0;4800.0;2026-05-13
LOVE DANCER;4;2;0;11250.0;2026-06-24
FLAMENCO FER;3;0;0;6950.0;2026-06-26
MIX CASH;2;0;0;5400.0;2026-05-29
NIKITA DES CHARMES;2;0;0;4875.0;2026-05-26
NEWTON DES ANDIERS;2;0;0;4875.0;2026-05-26
IDOLE DE MEAT;3;0;0;8600.0;2026-07-14
LISE DE SIENNE;2;0;0;5425.0;2026-05-18
LUARIA;1;0;0;2725.0;2026-05-06
LILA DU HOCQUET;1;0;0;2725.0;2026-05-06
MIDNIGHT D'ERI;1;0;0;2725.0;2026-05-06
MIVASO DU JACKY;5;0;0;12975.0;2026-07-10
MEZCAL;2;1;0;5525.0;2026-06-08
MALICIA TOR;4;0;0;11000.0;2026-07-04
MAITASUNA;1;0;0;2725.0;2026-05-06
IKILIK;2;0;0;4825.0;2026-06-12
ILDA DE BERTRANGE;4;0;0;10375.0;2026-07-05
KSAR D'ESSARTS;2;0;0;5575.0;2026-06-19
NAXOS DU ROCHER;2;0;0;5400.0;2026-05-22
NEL DE QUELAINES;1;0;0;2700.0;2026-05-06
NANBOU D'IRAI;1;0;0;2700.0;2026-05-06
NON STOP JIHEM;2;0;0;5575.0;2026-05-23
ISIS DE L'AUBE;1;0;0;2825.0;2026-05-07
KYRA GIO;1;0;0;2825.0;2026-05-07
JULEJACQ;3;0;0;8425.0;2026-07-05
GUTENBERG DE DYPP;3;0;0;8525.0;2026-06-03
GOLDORACK DU BOIS;3;0;0;7825.0;2026-06-04
ISARIC;3;0;0;7825.0;2026-06-04
NOLITA LOMIG;4;1;0;11475.0;2026-06-26
NO MORE;4;0;0;10750.0;2026-06-16
MAESTRO CASTELETS;2;1;0;4950.0;2026-07-17
KASIMODO DREAM;5;1;0;13275.0;2026-07-14
KERATINE GLAM;3;0;0;7925.0;2026-07-09
JASMINE DU ROY;4;0;0;11250.0;2026-07-11
KEEPER PERRINE;1;0;0;2825.0;2026-05-07
LEON SEVEN;3;0;0;7275.0;2026-07-11
LATINA DU FER;5;1;0;12725.0;2026-07-13
HAND FULL;4;0;0;10600.0;2026-07-04
INDIGO PIERJI;3;0;0;7600.0;2026-06-27
JAPPELOU DU SOIR;3;0;0;7250.0;2026-06-13
IGOR D'URZY;5;0;0;13300.0;2026-07-13
IMPRESARIO;3;1;0;8650.0;2026-06-19
NAIADE DES FORGES;2;0;0;5500.0;2026-07-07
NYANNIC DE MUZE;3;0;0;7650.0;2026-06-04
NANTIS DU CHATAULT;4;0;0;10325.0;2026-06-26
NATIF MADRIK;1;0;0;2750.0;2026-05-08
NARVIK DU BESSIN;3;0;0;7750.0;2026-06-19
NUMBER ONE D'ARBAZ;1;0;0;2750.0;2026-05-08
MELO DU LOCHEUR;4;0;0;10800.0;2026-06-26
MIRADOR;3;0;0;7625.0;2026-07-14
MY VICTORY APPLE;3;0;0;7650.0;2026-06-20
LIZA DE LA COUR;2;0;0;5150.0;2026-05-23
KIWI CHARENTAIS;3;0;0;8600.0;2026-06-01
KAID GRIFF;4;0;0;9209.0;2026-07-04
JENNY LEGEND;6;1;0;16150.0;2026-07-12
JALNO MADRIK;1;0;0;2700.0;2026-05-08
INUITS D'EM;3;0;0;8650.0;2026-06-19
JERICO BADREC;4;0;0;10950.0;2026-06-13
NAIADE DE CHENU;2;0;0;4900.0;2026-05-30
NACRE DU GERS;2;0;0;5050.0;2026-06-11
NUANCE DU CEBE;1;0;0;2200.0;2026-05-08
NEIGE DE L'AUNAY;1;0;0;2200.0;2026-05-08
NAMARA D'ECHAL;1;0;0;2200.0;2026-05-08
NANOU D'AIMTE;2;0;0;5050.0;2026-05-22
NOIRE EBENE;2;0;0;5050.0;2026-06-19
NINA DE LA COUDRE;3;0;0;6625.0;2026-06-20
NOTIDA;1;0;0;2200.0;2026-05-08
NUEE DES ARRIS;3;0;0;7775.0;2026-07-13
NEWMARKET;3;1;0;8000.0;2026-06-25
NEW DAY;2;0;0;5050.0;2026-06-19
NOMEO;1;0;0;2200.0;2026-05-08
NASH DE SEVIGNY;1;0;0;2200.0;2026-05-08
NIKOS DE TROIS;4;1;0;9475.0;2026-06-24
NORBERT BLUE;1;0;0;2200.0;2026-05-08
NABUCCO DE RETZ;1;0;0;2200.0;2026-05-08
NEW ART OF THINGS;1;0;0;2200.0;2026-05-08
NOBEL DREAM;2;0;0;4400.0;2026-05-27
NELSON SIBEY;2;0;0;4900.0;2026-06-19
NORFOLK DE TILLARD;4;0;0;9400.0;2026-07-09
NAPSOS DE GUEZ;2;1;0;5050.0;2026-05-22
